mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_acc,std_test_acc,mean_test_ba,std_test_ba,mean_test_pp,std_test_pp,mean_test_di,std_test_di,mean_test_tpr,std_test_tpr,mean_test_tnr,std_test_tnr,mean_test_posrat,std_test_posrat,mean_test_tradeoff_met,std_test_tradeoff_met,param_sample_weight,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,hyperband_bracket
0.0016510009765625,8.088968632141496e-05,0.0008922100067138671,0.00020981124312399607,0.5552941176470588,0.035993078919478505,0.6140406661648823,0.010892554560315099,0.3988235294117647,0.052797189817216185,0.3156223331280203,0.17419410618311051,0.4671556758296539,0.06234762343404395,0.7609256565001109,0.06593876041891517,0.35000600093507295,0.2229747872628753,0.6140406661648823,0.010892554560315099,"[1, 1, 1, 1]",0.6143034311699049,0.6287681598062953,0.6057091882247992,0.5987804878048781,0.6226420638185344,0.6140406661648824,0.010892554560315099,81,
0.002089118957519531,0.0004462660243840983,0.0007695674896240235,0.0001748277385135752,0.5517647058823529,0.03652746987355298,0.6945544016288676,0.07987516563129832,0.4141176470588235,0.07984413882803365,0.6373974229120216,0.2453670986269544,0.47567298105682954,0.08328600255532814,0.9134358222009057,0.12126661600387453,0.6434633565355719,0.30672302765861575,0.6945544016288676,0.07987516563129832,"[1.0824977538185085, 0.9675318246110325, 1.1599651567944251, 0.7615064935064935]",0.6234807771806532,0.8308958837772397,0.7331846565566458,0.6164324100868128,0.6687782805429864,0.6945544016288675,0.07987516563129832,8,
0.002095317840576172,0.000551774226939845,0.0007945060729980469,0.00013101326321788057,0.5552941176470588,0.03541156927833511,0.6716634456216991,0.05918983423706294,0.42000000000000004,0.07113513627214577,0.5056203273836113,0.21317526659157154,0.48239567013245976,0.07623574894833425,0.8609312211109387,0.10577136184956955,0.4986479275645469,0.23458805997596519,0.6716634456216991,0.05918983423706294,"[1.06, 0.97, 1.01, 0.79]",0.61924348904506,0.7418482647296206,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6716634456216993,0.05918983423706295,38,
0.0016857147216796874,7.780933426297559e-05,0.0007059574127197266,0.00010044934367965841,0.548235294117647,0.039791845941853546,0.6960359569628655,0.0882517683027325,0.40823529411764703,0.07958369188370713,0.5723586650269452,0.23534555650334868,0.46892180601053984,0.08539104586250017,0.9231501079151914,0.13452555427973786,0.5497308772785917,0.2724129365144704,0.6960359569628655,0.0882517683027325,"[1.07, 0.97, 1.13, 0.79]",0.6234807771806532,0.8509443099273607,0.7331846565566458,0.6121951219512196,0.6603749191984486,0.6960359569628657,0.0882517683027325,2,
0.001827239990234375,0.00034851019598513893,0.0008636474609375,0.0004325320604207434,0.5599999999999999,0.03671643890429936,0.6205349571015961,0.016276068849764506,0.40823529411764703,0.0634203857503226,0.39138614637441516,0.19011838875947046,0.47731092436974787,0.07083852385841222,0.7637589898334443,0.073920809495586,0.4435502844669038,0.2523878018114603,0.6205349571015961,0.016276068849764506,"[1.06, 0.97, 1.06, 0.95]",0.61924348904506,0.6443260694108152,0.618421052631579,0.5938404299297231,0.6268437444908033,0.6205349571015961,0.016276068849764506,68,
0.0021349430084228516,0.0004085013756744963,0.0008179187774658203,0.00014890881616666515,0.5494117647058824,0.04364055762586214,0.6728985133123999,0.06346164045607502,0.4094117647058823,0.07967060213335066,0.5303947442466358,0.23327265694142751,0.4706167212647771,0.08805225721574152,0.8751803053600229,0.11455773052503046,0.5233895165988189,0.25627880481045695,0.6728985133123999,0.06346164045607502,"[1.06, 0.96, 1.05, 0.91]",0.61924348904506,0.7578490718321227,0.7331846565566458,0.5938404299297231,0.6603749191984486,0.6728985133124,0.06346164045607502,37,
0.0016466140747070312,8.9180481464144e-05,0.0006979942321777344,7.688333423387822e-05,0.5517647058823529,0.04132745428294186,0.6369471245287187,0.051191586043614255,0.40470588235294114,0.0812872219770574,0.4541046514979835,0.18790168601158075,0.46892180601053984,0.08738626459448393,0.8049724430468975,0.08810428058096978,0.4878194570287594,0.2610615879480448,0.6369471245287187,0.051191586043614255,"[1.05, 0.96, 1.07, 0.97]",0.61924348904506,0.7376109765940274,0.618421052631579,0.5938404299297231,0.6156196744432039,0.6369471245287187,0.05119158604361426,63,
0.002172422409057617,0.00032221924405592895,0.0008691787719726562,0.0002252542901622182,0.5552941176470588,0.03541156927833511,0.6716634456216991,0.05918983423706294,0.42000000000000004,0.07113513627214577,0.5056203273836113,0.21317526659157154,0.48239567013245976,0.07623574894833425,0.8609312211109387,0.10577136184956955,0.4986479275645469,0.23458805997596519,0.6716634456216991,0.05918983423706294,"[1.04, 0.99, 1.01, 0.76]",0.61924348904506,0.7418482647296206,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6716634456216993,0.05918983423706295,38,
0.0023190975189208984,0.0004891592798256239,0.0008602142333984375,0.0002065362230990585,0.5470588235294118,0.04041309185251215,0.695188499335747,0.088961914476168,0.40705882352941175,0.08043136298888101,0.5540112349683897,0.23275027731909195,0.4672268907563025,0.08651615817949068,0.9231501079151914,0.13452555427973786,0.523891083996938,0.25539725350190706,0.695188499335747,0.088961914476168,"[1.06, 0.97, 1.14, 0.9]",0.61924348904506,0.8509443099273607,0.7331846565566458,0.6121951219512196,0.6603749191984486,0.695188499335747,0.08896191447616797,4,
0.0018588542938232423,0.00039088920835339455,0.0008386611938476562,0.00022580787631713947,0.5599999999999999,0.03671643890429936,0.6205349571015961,0.016276068849764506,0.40823529411764703,0.0634203857503226,0.39138614637441516,0.19011838875947046,0.47731092436974787,0.07083852385841222,0.7637589898334443,0.073920809495586,0.4435502844669038,0.2523878018114603,0.6205349571015961,0.016276068849764506,"[1.03, 0.98, 1.06, 0.94]",0.61924348904506,0.6443260694108152,0.618421052631579,0.5938404299297231,0.6268437444908033,0.6205349571015961,0.016276068849764506,68,
0.0019179821014404298,0.0005179280580016051,0.0007287025451660156,0.0001626609318768575,0.5541176470588235,0.03356551204161671,0.6708159879945806,0.0582009612825092,0.4188235294117647,0.06954125508767835,0.4947026058646239,0.2150191313151573,0.48070075487822245,0.07380855997124118,0.8609312211109387,0.10577136184956955,0.4778398467564662,0.24534919290149482,0.6708159879945806,0.0582009612825092,"[1.07, 0.98, 1.04, 0.88]",0.61924348904506,0.7376109765940274,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6708159879945806,0.0582009612825092,53,
0.0018630504608154296,0.0003756690487664929,0.0009390830993652344,0.00018778010755595608,0.5470588235294118,0.04041309185251215,0.695188499335747,0.088961914476168,0.40705882352941175,0.08043136298888101,0.5540112349683897,0.23275027731909195,0.4672268907563025,0.08651615817949068,0.9231501079151914,0.13452555427973786,0.523891083996938,0.25539725350190706,0.695188499335747,0.088961914476168,"[1.05, 0.96, 1.09, 0.84]",0.61924348904506,0.8509443099273607,0.7331846565566458,0.6121951219512196,0.6603749191984486,0.695188499335747,0.08896191447616797,4,
0.0018550872802734375,0.0003930678748446182,0.0007560253143310547,0.00023005221071665494,0.5541176470588235,0.030768698424992993,0.698001050692665,0.08754236927687511,0.41647058823529415,0.06803215197553394,0.5501364428047231,0.21962035712420824,0.4790058396239852,0.07085419819971255,0.9169962617613452,0.13225773448452222,0.5262697855248171,0.25415122649041955,0.698001050692665,0.08754236927687511,"[1.07, 0.99, 1.1, 0.76]",0.6234807771806532,0.8509443099273607,0.7331846565566458,0.6121951219512196,0.6702003878474466,0.6980010506926652,0.08754236927687511,1,
0.002095746994018555,0.0005041995344602809,0.0007742881774902344,0.00020268297574104683,0.5599999999999999,0.03671643890429936,0.6205349571015961,0.016276068849764506,0.40823529411764703,0.0634203857503226,0.39138614637441516,0.19011838875947046,0.47731092436974787,0.07083852385841222,0.7637589898334443,0.073920809495586,0.4435502844669038,0.2523878018114603,0.6205349571015961,0.016276068849764506,"[1.04, 0.96, 1.03, 0.93]",0.61924348904506,0.6443260694108152,0.618421052631579,0.5938404299297231,0.6268437444908033,0.6205349571015961,0.016276068849764506,68,
0.0018987178802490235,0.0002603320577881741,0.0007612705230712891,0.00023809157834964843,0.5552941176470588,0.03541156927833511,0.6716634456216991,0.05918983423706294,0.42000000000000004,0.07113513627214577,0.5056203273836113,0.21317526659157154,0.48239567013245976,0.07623574894833425,0.8609312211109387,0.10577136184956955,0.4986479275645469,0.23458805997596519,0.6716634456216991,0.05918983423706294,"[1.07, 0.98, 1.06, 0.9]",0.61924348904506,0.7418482647296206,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6716634456216993,0.05918983423706295,38,
0.002029228210449219,0.0005597752313618781,0.0008111000061035156,0.00024308609273463496,0.5599999999999999,0.03671643890429936,0.6205349571015961,0.016276068849764506,0.40823529411764703,0.0634203857503226,0.39138614637441516,0.19011838875947046,0.47731092436974787,0.07083852385841222,0.7637589898334443,0.073920809495586,0.4435502844669038,0.2523878018114603,0.6205349571015961,0.016276068849764506,"[1.01, 0.98, 1.0, 0.83]",0.61924348904506,0.6443260694108152,0.618421052631579,0.5938404299297231,0.6268437444908033,0.6205349571015961,0.016276068849764506,68,
0.0024100303649902343,0.0004864659082116789,0.0009432792663574219,0.0002635345115664912,0.5529411764705883,0.0317864849084854,0.6894729694312229,0.08527642959363546,0.4223529411764706,0.07444372715085353,0.5274557704215861,0.21616046963332797,0.48239567013245976,0.07623574894833425,0.8965502687299864,0.13552554940716127,0.4986479275645469,0.23458805997596519,0.6894729694312229,0.08527642959363546,"[1.0, 0.98, 1.13, 0.92]",0.61924348904506,0.8308958837772397,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6894729694312229,0.08527642959363546,14,
0.002146291732788086,0.0007800735639606007,0.0008021831512451172,0.00018442835860782913,0.5529411764705883,0.0317864849084854,0.6894729694312229,0.08527642959363546,0.4223529411764706,0.07444372715085353,0.5274557704215861,0.21616046963332797,0.48239567013245976,0.07623574894833425,0.8965502687299864,0.13552554940716127,0.4986479275645469,0.23458805997596519,0.6894729694312229,0.08527642959363546,"[1.01, 0.99, 1.14, 0.86]",0.61924348904506,0.8308958837772397,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6894729694312229,0.08527642959363546,14,
0.001605987548828125,0.0001784914287311575,0.000872659683227539,0.0005086754650952723,0.5470588235294118,0.04041309185251215,0.695188499335747,0.088961914476168,0.40705882352941175,0.08043136298888101,0.5540112349683897,0.23275027731909195,0.4672268907563025,0.08651615817949068,0.9231501079151914,0.13452555427973786,0.523891083996938,0.25539725350190706,0.695188499335747,0.088961914476168,"[1.07, 0.97, 1.13, 0.88]",0.61924348904506,0.8509443099273607,0.7331846565566458,0.6121951219512196,0.6603749191984486,0.695188499335747,0.08896191447616797,4,
0.0016642570495605468,0.00019848478305368956,0.0006795406341552734,9.997154569438475e-05,0.5552941176470588,0.03541156927833511,0.6716634456216991,0.05918983423706294,0.42000000000000004,0.07113513627214577,0.5056203273836113,0.21317526659157154,0.48239567013245976,0.07623574894833425,0.8609312211109387,0.10577136184956955,0.4986479275645469,0.23458805997596519,0.6716634456216991,0.05918983423706294,"[1.0, 0.99, 1.03, 0.79]",0.61924348904506,0.7418482647296206,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6716634456216993,0.05918983423706295,38,
0.0017628669738769531,0.00031811321787440235,0.0007483482360839844,0.00014818403461250282,0.5576470588235294,0.0331505948320126,0.6391919385382385,0.050447823777954086,0.4129411764705882,0.06974000157778319,0.4350570324503645,0.1692946844814478,0.4790058396239852,0.07324647383191699,0.7993780374524919,0.08294021198699458,0.46435836527498464,0.2358647316279539,0.6391919385382385,0.050447823777954086,"[1.02, 0.98, 1.02, 0.84]",0.61924348904506,0.7376109765940274,0.618421052631579,0.5938404299297231,0.6268437444908033,0.6391919385382385,0.050447823777954086,59,
0.0015880107879638673,0.00032648123375471333,0.0007217884063720703,0.0001764022702650325,0.5529411764705883,0.0317864849084854,0.6894729694312229,0.08527642959363546,0.4223529411764706,0.07444372715085353,0.5274557704215861,0.21616046963332797,0.48239567013245976,0.07623574894833425,0.8965502687299864,0.13552554940716127,0.4986479275645469,0.23458805997596519,0.6894729694312229,0.08527642959363546,"[1.02, 0.97, 1.1, 0.85]",0.61924348904506,0.8308958837772397,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6894729694312229,0.08527642959363546,14,
0.001490163803100586,5.290516328569131e-05,0.0006451129913330079,0.00010457229134167861,0.5552941176470588,0.03541156927833511,0.6716634456216991,0.05918983423706294,0.42000000000000004,0.07113513627214577,0.5056203273836113,0.21317526659157154,0.48239567013245976,0.07623574894833425,0.8609312211109387,0.10577136184956955,0.4986479275645469,0.23458805997596519,0.6716634456216991,0.05918983423706294,"[1.05, 0.97, 1.04, 0.85]",0.61924348904506,0.7418482647296206,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6716634456216993,0.05918983423706295,38,
0.0016468048095703125,0.00032262463135140717,0.0006451129913330079,0.00017715064536517316,0.5541176470588235,0.03356551204161671,0.6833268105054031,0.07539731499037305,0.4188235294117647,0.06954125508767835,0.5193738207257124,0.2140241806671318,0.48070075487822245,0.07380855997124118,0.8859528661325837,0.12316833739697407,0.4999284248450443,0.23415138176310016,0.6833268105054031,0.07539731499037305,"[1.07, 0.96, 1.01, 0.78]",0.61924348904506,0.80016508914814,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.683326810505403,0.07539731499037305,31,
0.0016828536987304687,0.0003899078986063695,0.000728607177734375,0.00019895295443253015,0.5529411764705883,0.0317864849084854,0.6894729694312229,0.08527642959363546,0.4223529411764706,0.07444372715085353,0.5274557704215861,0.21616046963332797,0.48239567013245976,0.07623574894833425,0.8965502687299864,0.13552554940716127,0.4986479275645469,0.23458805997596519,0.6894729694312229,0.08527642959363546,"[1.01, 0.96, 1.11, 0.9]",0.61924348904506,0.8308958837772397,0.7331846565566458,0.5938404299297231,0.6702003878474466,0.6894729694312229,0.08527642959363546,14,
