mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_acc,std_test_acc,mean_test_ba,std_test_ba,mean_test_pp,std_test_pp,mean_test_di,std_test_di,mean_test_tpr,std_test_tpr,mean_test_posrat,std_test_posrat,mean_test_tradeoff_met,std_test_tradeoff_met,param_sample_weight,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04486503601074219,0.006669638089901911,0.01676774024963379,0.00030144621606313963,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.8, 1.1, 1.5, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,81
0.042807579040527344,0.0022331283641865212,0.017184019088745117,0.00016310138148770955,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.9, 1.1, 1.4, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04182543754577637,0.0012449005923354812,0.01717824935913086,0.00021097053164964179,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[1.0, 1.0, 2.1, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04235029220581055,0.0016225077125897934,0.0173309326171875,0.00037700162460954564,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.9, 1.0, 1.5, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.0426750659942627,0.0017784314955360703,0.01720108985900879,0.00019806288787523795,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.8, 1.0, 1.3, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04182419776916504,0.0020171663365088077,0.016946887969970702,0.0003068136282459187,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.8, 1.1, 1.8, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04193811416625977,0.001868472707697482,0.01718559265136719,0.00012757132759300843,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[1.0, 1.1, 1.8, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.041555023193359374,0.002388166502393607,0.016801786422729493,0.0004137227364987285,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.9, 1.0, 2.1, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04289884567260742,0.002985940195018089,0.016860055923461913,0.00019863077516748184,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[0.9, 1.1, 1.7, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
0.04366579055786133,0.0013712165946951045,0.018484783172607423,0.0026897407722639402,0.7410396067117835,0.003796924999463554,0.7282541970064589,0.005487722083690203,0.3782397464342461,0.006391479568985825,0.27659799667785967,0.009227544192812435,0.7497488999584256,0.00871317214679899,0.5479176139075317,0.023922731837828243,0.27659799667785967,0.009227544192812435,"[1.0, 1.0, 1.5, 1.0]",0.7303874769051384,0.7314873580467679,0.7216248198156562,0.7356245489039714,0.7221467813607605,0.728254248390983,0.005487665979039894,87
