mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_acc,std_test_acc,mean_test_fair,std_test_fair,param_sample_weight,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11.039890956878661,1.0257622527363448,0.35276947021484373,0.08315634844753148,0.6596908376755213,0.004563870042521692,0.5189778419165123,0.021397555530602207,"[1.0, 1.1, 1.0, 0.9]",0.7992629747159382,0.80202681953117,0.8043611793611793,0.8073300573300574,0.8048730548730548,0.8035706973506408,0.002734755193196867,2
11.717344093322755,0.48644361005862674,0.3383056640625,0.09464003920616408,0.6592801789995276,0.004443296913785135,0.521035871205233,0.019972852167684615,"[0.9, 1.0, 1.0, 1.0]",0.7992629747159382,0.80202681953117,0.8043611793611793,0.8073300573300574,0.8048730548730548,0.8035706973506408,0.002734755193196867,2
11.242281341552735,0.2521563772749336,0.3573789596557617,0.08340393691242932,0.6596908376755213,0.004563870042521692,0.5189778419165123,0.021397555530602207,"[1.0, 1.1, 1.2, 0.8]",0.7992629747159382,0.80202681953117,0.8043611793611793,0.8073300573300574,0.8048730548730548,0.8035706973506408,0.002734755193196867,2
11.341347789764404,0.13856986979578034,0.3764091968536377,0.1145423195170767,0.663436752573648,0.005727544581749222,0.5187638672499116,0.021516516419954654,"[1.0, 1.1, 1.6, 0.9]",0.7953731190500563,0.8003889855665882,0.7988329238329238,0.8057944307944308,0.7957616707616708,0.7992301707546784,0.00378143463589496,39
11.164463090896607,0.5154664845647241,0.3685718536376953,0.08490920351891426,0.6677465967340299,0.005531217016388231,0.521035871205233,0.019972852167684615,"[0.9, 1.0, 1.9, 1.0]",0.7917903572525335,0.7889241478145153,0.7977067977067978,0.8032350532350533,0.7957616707616708,0.7954833954383522,0.0049350223517176895,49
11.128451681137085,0.36170097266265816,0.33229837417602537,0.07115644407565895,0.6592801789995276,0.004443296913785135,0.521035871205233,0.019972852167684615,"[0.9, 1.0, 1.2, 0.9]",0.7992629747159382,0.80202681953117,0.8043611793611793,0.8073300573300574,0.8048730548730548,0.8035706973506408,0.002734755193196867,2
12.118922662734985,1.5265566510806385,0.3514081954956055,0.07275248258488068,0.6723439043822499,0.004409060096743839,0.521035871205233,0.019972852167684615,"[0.9, 1.0, 1.8, 0.8]",0.788002866209438,0.7885146893233699,0.7923832923832924,0.7966830466830467,0.7888001638001638,0.7908767044756562,0.0032903708005776835,62
10.73873987197876,0.5522736922410156,0.33781862258911133,0.09226609886853153,0.6571142087038327,0.0045061690414223135,0.5283272633969206,0.019338543611139326,"[0.9, 1.1, 1.2, 0.8]",0.7990582454703654,0.8022315487767427,0.8041564291564292,0.8068181818181818,0.8027231777231777,0.8029974202530609,0.0025345895090289495,17
11.04618535041809,0.5480089199134459,0.32654590606689454,0.0257643051925446,0.6477136203396232,0.01600367570729171,0.5814536136738141,0.10328351479429104,"[0.8, 1.1, 1.6, 1.0]",0.7990582454703654,0.8032551950046064,0.8041564291564292,0.7964782964782965,0.7958640458640459,0.7997624994881455,0.003405418296486109,38
11.521863079071045,0.5612239584884685,0.39045066833496095,0.06665924102358427,0.6633724040827016,0.005243707847281012,0.4999378642669196,0.027888881158427786,"[1.0, 1.0, 1.2, 0.8]",0.8005937148121609,0.7998771624526564,0.8043611793611793,0.8067158067158067,0.8048730548730548,0.8032840588018508,0.0026194430260531236,12
11.92110800743103,1.0709387939658452,0.361756420135498,0.046133960919675594,0.6618644988510832,0.004957601587638836,0.5189778419165123,0.021397555530602207,"[1.0, 1.1, 1.5, 0.9]",0.7953731190500563,0.8000818916982291,0.8043611793611793,0.8057944307944308,0.7957616707616708,0.8002743540395562,0.004280083114766107,36
11.155693340301514,0.7737656937743183,0.3482250213623047,0.1021018444110285,0.6607803247246002,0.005388369867385521,0.5283272633969206,0.019338543611139326,"[0.8, 1.0, 1.8, 1.0]",0.7951683898044836,0.7986487869792199,0.7986281736281736,0.8052825552825553,0.7936117936117936,0.7982678841980263,0.004019060634706722,46
11.691322183609008,0.3634601717045276,0.3361655712127686,0.037803869850241076,0.6675816388130699,0.005581838275173992,0.521035871205233,0.019972852167684615,"[0.9, 1.0, 1.7, 0.9]",0.7917903572525335,0.7889241478145153,0.7988329238329238,0.8032350532350533,0.7949426699426699,0.7955448179845215,0.005064461834238653,48
11.961253595352172,0.7434658609161491,0.3213212490081787,0.07824345683172444,0.6571142087038327,0.0045061690414223135,0.5283272633969206,0.019338543611139326,"[0.8, 1.0, 1.3, 0.9]",0.7990582454703654,0.8022315487767427,0.8041564291564292,0.8068181818181818,0.8027231777231777,0.8029974202530609,0.0025345895090289495,17
11.473482942581176,0.34709970378867144,0.4273475170135498,0.09689185884593908,0.6571142087038327,0.0045061690414223135,0.5283272633969206,0.019338543611139326,"[0.8, 1.0, 1.2, 0.8]",0.7990582454703654,0.8022315487767427,0.8041564291564292,0.8068181818181818,0.8027231777231777,0.8029974202530609,0.0025345895090289495,17
11.086487293243408,0.7882401212361051,0.2932180404663086,0.062031445636773194,0.6585698300338285,0.003918838870815996,0.5283272633969206,0.019338543611139326,"[0.8, 1.0, 1.3, 0.8]",0.7973180468829972,0.8002866209438019,0.8041564291564292,0.8068181818181818,0.7936117936117936,0.8004381474960075,0.00470922520617729,35
